基金代码,基金名称,截止日期,单位净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,起购金额,原手续费,现手续费,成立日期,基金经理,类型,管理人,资产规模
d010211,景顺长城顺鑫回报混合A,2021-11-24,1.0903,0.07,0.35,0.83,1.87,3.36,7.84,,,6.35,9.03,10元,1.00%,0.10%,--,--,--,--,--
d519979,长信内需成长混合A,2021-11-24,2.9816,1.30,-0.10,2.67,6.65,-12.42,7.83,92.58,177.12,-7.23,467.50,1,0.15,0,--,--,--,--,--
d673073,西部利得新动力混合C,2021-11-24,1.7688,-0.03,0.48,0.73,1.35,-1.61,7.83,47.57,72.43,2.10,76.88,10元,,0.00%,--,--,--,--,--
d007663,平安安享灵活配置混合C,2021-11-24,1.3666,0.08,0.43,0.49,1.67,3.06,7.83,25.41,,5.55,29.24,10元,,0.00%,--,--,--,--,--
d009388,嘉实稳福混合C,2021-11-24,1.1431,0.65,2.94,1.18,0.04,3.18,7.83,,,6.53,14.31,10元,,0.00%,--,--,--,--,--
d001635,万家瑞益灵活配置混合A,2021-11-24,1.6636,0.04,0.25,0.50,1.27,2.16,7.82,20.98,35.53,5.75,66.36,10元,0.60%,0.06%,--,--,--,--,--
d006397,长信内需成长混合E,2021-11-24,2.8002,1.31,-0.10,2.67,6.65,-12.41,7.82,92.32,178.58,-7.22,151.45,10元,1.50%,0.15%,--,--,--,--,--
d160807,长盛沪深300指数(LOF),2021-11-24,1.7020,0.24,0.83,-0.58,1.37,1.25,7.81,56.44,95.89,2.16,118.27,1,0.12,0,--,--,--,--,--
d000664,国联安通盈混合A,2021-11-24,1.2080,0.06,0.37,0.62,0.87,2.91,7.81,11.86,24.94,5.00,60.77,10元,0.70%,0.07%,--,--,--,--,--
d001488,万家瑞丰灵活配置混合A,2021-11-24,1.4476,0.02,0.20,0.63,1.17,2.10,7.81,24.33,26.82,5.36,44.75,10元,0.60%,0.06%,--,--,--,--,--
d005252,中海添瑞定开混合,2021-11-24,1.1484,-0.03,0.20,2.34,2.87,5.87,7.81,7.49,11.27,6.27,14.83,1,0.10,0,--,--,--,--,--
d501060,中金优选300指数(LOF)A,2021-11-24,1.7828,0.12,0.51,-2.06,-0.37,6.99,7.81,47.96,85.69,8.42,78.28,1,0.10,0,--,--,--,--,--
d002512,长城久润混合,2021-11-24,1.6115,1.83,2.55,1.35,-2.70,-9.26,7.81,46.45,57.71,-5.24,61.15,10元,1.50%,0.15%,--,--,--,--,--
d008079,诺德大类精选(FOF),2021-11-23,1.4013,-0.27,1.36,1.98,1.20,4.02,7.81,,,1.49,40.13,1,0.12,0,--,--,--,--,--
d007933,嘉合永泰优选三个月持有混合(FOF)A,2021-11-22,1.0161,1.05,1.59,2.51,1.25,3.73,7.81,,,1.17,8.41,1,0.12,0,--,--,--,--,--
d002503,中银腾利混合C,2021-11-24,1.1610,-0.09,0.43,0.69,1.75,3.48,7.80,26.01,43.46,5.45,50.54,10元,,0.00%,--,--,--,--,--
d519668,银河成长混合,2021-11-24,2.0149,-0.98,1.58,6.76,6.61,9.04,7.80,94.48,176.51,5.99,875.16,10元,1.50%,0.15%,--,--,--,--,--
d004132,国联安鑫发混合C,2021-11-24,1.5562,0.01,0.15,1.21,1.61,4.21,7.79,29.15,49.32,5.96,58.86,1,0.00,0,--,--,--,--,--
d003938,南方荣尊混合A,2021-11-24,1.2910,0.28,0.75,1.19,3.13,2.58,7.79,18.81,27.15,5.13,32.19,10元,0.60%,0.06%,--,--,--,--,--
d007107,太平MSCI香港价值增强A,2021-11-24,0.9798,0.43,0.79,-2.21,-2.52,-1.23,7.79,-0.38,,7.72,-2.02,1,0.12,0,--,--,--,--,--
d006860,易方达汇诚养老2038(FOF),2021-11-22,1.3751,0.38,0.81,1.29,2.69,3.27,7.79,30.95,,4.79,37.51,1,0.12,0,--,--,--,--,--
d008163,南方大盘红利50ETF联接A,2021-11-24,1.2009,0.48,1.36,-3.46,1.93,2.10,7.79,,,10.51,20.09,1,0.12,0,--,--,--,--,--
d002494,兴业聚盈混合A,2021-11-24,1.4712,0.06,0.36,1.73,1.67,3.17,7.78,25.21,37.75,5.54,47.12,1,0.15,0,--,--,--,--,--
d519627,银河君润混合A,2021-11-24,1.2696,-0.28,0.59,2.60,2.78,1.88,7.78,22.38,31.79,5.80,46.28,10元,0.80%,0.08%,--,--,--,--,--
d002025,广发聚盛混合A,2021-11-24,1.5100,-0.07,0.27,1.14,1.62,4.73,7.77,20.82,29.24,5.65,60.07,10元,1.20%,0.12%,--,--,--,--,--
d002618,中银裕利混合A,2021-11-24,1.3000,-0.08,0.39,0.70,1.64,3.40,7.77,23.25,33.82,5.33,49.57,10元,1.00%,0.10%,--,--,--,--,--
d002018,鹏华弘安混合A,2021-11-24,1.3882,0.09,0.50,1.83,1.10,5.76,7.77,21.27,33.52,5.44,46.61,10元,1.50%,0.15%,--,--,--,--,--
d003182,华富弘鑫混合A,2021-11-24,1.3157,0.08,0.67,1.31,1.68,3.60,7.76,22.09,29.93,5.50,37.05,10元,1.50%,0.15%,--,--,--,--,--
d163109,申万菱信深证成份指数(LOF),2021-11-24,0.7810,-0.10,1.85,2.64,2.67,4.90,7.76,52.88,91.07,4.07,9.07,1,0.12,0,--,--,--,--,--
d009103,鹏扬红利优选混合C,2021-11-24,1.1756,0.02,0.79,0.37,3.78,2.92,7.76,,,-2.94,17.56,1,0.00,0,--,--,--,--,--
d004763,中科沃土沃嘉混合A,2021-11-24,1.2224,0.12,0.32,0.53,1.42,3.65,7.75,40.81,48.76,5.16,22.24,10元,1.20%,0.12%,--,--,--,--,--
d006895,兴业养老2035(FOF)C,2021-11-22,1.3296,1.08,1.89,2.30,3.39,4.40,7.75,32.27,,2.62,32.96,1,0.00,0,--,--,--,--,--
d009659,民生加银新动能一年定开混合A,2021-11-24,1.0477,-1.14,-0.74,-0.29,1.74,3.19,7.75,,,-0.91,9.69,1,0.15,0,--,--,--,--,--
d003131,国寿安保强国智造混合,2021-11-24,1.7101,-0.26,0.74,4.57,2.72,1.95,7.74,75.64,127.82,-0.10,89.62,10元,1.50%,0.15%,--,--,--,--,--
d090015,大成内需增长混合A,2021-11-24,4.9590,1.18,1.72,2.95,8.58,-6.52,7.73,74.98,138.76,-2.86,395.90,10元,1.50%,0.15%,--,--,--,--,--
d003397,银华体育文化灵活配置混合,2021-11-24,1.7570,-0.85,0.86,7.79,3.41,-2.28,7.73,58.00,107.44,-1.18,75.70,10元,1.50%,0.15%,--,--,--,--,--
d005237,银华医疗健康量化优选A,2021-11-24,1.8295,1.26,-1.67,-1.81,-1.36,-13.24,7.73,60.40,110.75,-3.22,82.95,10元,1.50%,0.15%,--,--,--,--,--
d001157,国联安睿祺灵活配置混合,2021-11-24,1.7080,0.05,0.35,0.37,1.18,2.95,7.72,33.14,47.66,5.34,70.80,10元,1.50%,0.15%,--,--,--,--,--
d001164,中欧琪和灵活配置混合A,2021-11-24,1.2470,0.06,0.21,0.67,0.81,2.74,7.72,16.99,23.10,5.50,51.75,10元,1.00%,0.10%,--,--,--,--,--
d002111,华宝新起点混合,2021-11-24,1.3120,0.03,0.25,0.44,0.53,3.01,7.72,24.60,36.66,5.33,43.14,10元,,0.00%,--,--,--,--,--
d002485,国联安通盈混合C,2021-11-24,1.1694,0.06,0.38,0.61,0.85,2.87,7.71,11.58,23.22,4.92,29.76,10元,,0.00%,--,--,--,--,--
d002619,中银裕利混合C,2021-11-24,1.2970,0.00,0.46,0.70,1.65,3.41,7.70,22.99,33.40,5.26,49.24,10元,,0.00%,--,--,--,--,--
d006113,汇添富创新医药混合,2021-11-24,2.7488,1.41,-1.25,-0.10,-3.41,-13.51,7.69,71.30,179.58,-6.97,174.88,1,0.15,0,--,--,--,--,--
d009250,易方达磐泰一年持有期混合C,2021-11-24,1.0831,0.06,0.18,0.47,0.45,1.80,7.69,,,5.05,8.31,1,0.00,0,--,--,--,--,--
d009274,融通健康产业灵活配置混合C,2021-11-24,2.9000,0.59,-0.62,0.59,1.61,-7.02,7.69,,,7.41,43.00,10元,,0.00%,--,--,--,--,--
d009391,汇添富优质成长混合A,2021-11-24,1.2895,0.40,-0.10,0.50,0.96,-6.71,7.69,,,-1.48,28.95,1,0.15,0,--,--,--,--,--
d010307,东财信息产业精选A,2021-11-24,1.0746,-0.36,4.07,10.10,4.06,13.13,7.69,,,8.99,7.46,1,0.15,0,--,--,--,--,--
d004533,民生加银中证港股通指数C,2021-11-24,1.0819,0.53,1.93,-1.87,-3.51,-6.14,7.68,12.46,19.11,9.45,8.19,1,0.00,0,--,--,--,--,--
d009029,工银高质量成长混合A,2021-11-24,1.2608,0.19,0.19,1.00,1.23,-2.28,7.68,,,0.82,26.08,1,0.15,0,--,--,--,--,--
d001441,易方达瑞信混合I,2021-11-24,1.4360,0.00,0.42,0.91,1.32,3.42,7.67,34.51,81.15,5.54,49.44,10元,0.60%,0.06%,--,--,--,--,--
d590007,中邮中证500指数增强A,2021-11-24,1.4350,0.15,1.23,2.28,-0.40,12.00,7.66,50.89,72.06,8.47,113.64,1,0.15,0,--,--,--,--,--
d004764,中科沃土沃嘉混合C,2021-11-24,1.1960,0.13,0.32,0.52,1.37,3.59,7.66,40.31,45.89,5.10,19.60,10元,,0.00%,--,--,--,--,--
d006888,诺德新生活混合C,2021-11-24,1.3952,-1.50,0.32,-5.46,-11.87,-0.44,7.66,32.67,,-2.16,39.52,500万,,0.00%,--,--,--,--,--
d519628,银河君润混合C,2021-11-24,1.2692,-0.28,0.59,2.59,2.76,1.83,7.66,22.14,31.71,5.71,47.73,10元,,0.00%,--,--,--,--,--
d006887,诺德新生活混合A,2021-11-24,1.3952,-1.50,0.32,-5.46,-11.87,-0.44,7.66,32.67,,-2.16,39.52,10元,1.20%,0.12%,--,--,--,--,--
d519620,银河君荣灵活配置混合C,2021-11-24,1.9838,0.39,0.69,-0.84,2.14,-2.75,7.65,58.86,106.37,0.75,105.05,10元,,0.00%,--,--,--,--,--
d004742,易方达深证100ETF联接C,2021-11-24,1.9169,-0.01,0.68,0.95,1.65,-0.79,7.65,60.21,117.34,0.74,88.39,1,0.00,0,--,--,--,--,--
d540004,汇丰晋信2026周期混合,2021-11-24,2.9703,0.52,1.13,0.19,-1.66,4.99,7.64,48.78,120.01,0.18,367.43,10元,0.75%,0.075%,--,--,--,--,--
d009261,民生加银聚利6个月混合C,2021-11-24,1.1639,-0.11,0.82,1.19,2.08,3.11,7.64,,,4.82,16.39,1,0.00,0,--,--,--,--,--
d260115,景顺长城中小盘混合,2021-11-24,1.8750,0.21,2.35,9.08,0.32,12.95,7.63,57.04,90.16,8.63,192.19,10元,1.50%,0.15%,--,--,--,--,--
d001311,华安新回报灵活配置混合,2021-11-24,1.4960,-0.13,-0.07,0.54,2.47,3.53,7.63,21.04,29.64,6.33,49.60,10元,1.50%,0.15%,--,--,--,--,--
d003154,华宝新活力混合,2021-11-24,1.5952,0.02,0.21,0.47,0.61,2.97,7.63,26.55,47.32,5.34,66.27,1,0.00,0,--,--,--,--,--
d007934,嘉合永泰优选三个月持有混合(FOF)C,2021-11-22,1.0132,1.07,1.59,2.50,1.21,3.63,7.63,,,1.02,8.11,1,0.00,0,--,--,--,--,--
d010046,博时金福安一年持有混合(FOF)A,2021-11-22,1.1040,0.13,0.38,1.28,1.72,4.35,7.63,,,4.06,10.40,1,0.08,0,--,--,--,--,--
d005726,国泰价值精选灵活配置混合A,2021-11-24,2.5075,-0.23,0.26,3.26,3.44,7.09,7.62,75.57,159.49,1.44,150.75,10元,1.50%,0.15%,--,--,--,--,--
d009646,南方核心成长混合A,2021-11-24,1.0856,-1.45,0.38,1.99,-0.42,-1.65,7.62,,,-3.00,8.56,1,0.15,0,--,--,--,--,--
d010212,景顺长城顺鑫回报混合C,2021-11-24,1.0886,0.08,0.35,0.82,1.81,3.24,7.62,,,6.15,8.86,10元,,0.00%,--,--,--,--,--
d007695,泰达养老2040三年持有混合(FOF)E,2021-11-22,1.2244,0.91,1.59,2.38,2.86,2.54,7.62,,,3.30,22.44,1,0.12,0,--,--,--,--,--
d008479,景顺长城泰申回报混合,2021-11-24,1.1482,0.07,0.27,0.73,1.69,3.18,7.62,,,5.77,14.82,10元,1.00%,0.10%,--,--,--,--,--
d001422,景顺长城安享回报混合A,2021-11-24,1.4420,0.07,0.35,0.77,1.69,3.30,7.61,24.42,35.40,6.03,56.73,10元,1.00%,0.10%,--,--,--,--,--
d004149,博时鑫惠混合A,2021-11-24,1.3636,0.22,0.72,1.35,1.86,4.36,7.61,25.42,33.66,6.05,42.14,10元,0.80%,0.08%,--,--,--,--,--
d673101,西部利得沪深300指数增强C,2021-11-24,2.1036,-0.24,0.98,1.11,-0.48,-0.56,7.61,69.69,,0.21,127.39,1,0.00,0,--,--,--,--,--
d007688,泰达养老2040三年持有混合(FOF)A,2021-11-22,1.2243,0.91,1.58,2.38,2.85,2.53,7.61,,,3.30,22.43,1,0.12,0,--,--,--,--,--
d008856,华夏安泰对冲策略3个月定开混合,2021-11-24,1.0638,-0.05,0.99,-0.37,-1.32,0.78,7.61,,,6.81,6.38,1,0.15,0,--,--,--,--,--
d001636,万家瑞益灵活配置混合C,2021-11-24,1.6138,0.04,0.24,0.48,1.22,2.05,7.60,20.52,34.36,5.55,61.38,10元,,0.00%,--,--,--,--,--
d519664,银河美丽混合A,2021-11-24,2.6760,1.52,1.21,2.92,-2.34,-18.61,7.60,49.08,114.39,-7.28,271.00,10元,1.50%,0.15%,--,--,--,--,--
d008850,景顺长城价值稳进定开混合,2021-11-24,1.1131,0.15,0.13,-0.87,1.23,1.29,7.60,,,5.92,11.31,1,0.15,0,--,--,--,--,--
d163823,中银稳健策略混合,2021-11-24,1.6500,-0.54,0.71,2.62,1.29,1.98,7.59,34.05,52.55,3.82,153.99,1,0.15,0,--,--,--,--,--
d004748,天弘策略精选混合C,2021-11-24,1.1837,0.08,0.83,2.91,4.80,5.12,7.59,24.92,50.16,5.44,18.37,1,0.00,0,--,--,--,--,--
d002461,中银珍利混合A,2021-11-24,1.1910,-0.08,0.34,0.59,1.71,3.21,7.59,23.95,41.44,5.12,57.52,10元,1.00%,0.10%,--,--,--,--,--
d009169,湘财长兴灵活配置混合A,2021-11-24,1.2428,0.70,0.24,3.00,0.87,9.40,7.58,,,5.72,24.28,100元,1.50%,0.15%,--,--,--,--,--
d519015,海富通精选贰号混合,2021-11-24,1.7480,-0.17,1.10,9.73,7.97,7.17,7.57,64.91,120.15,-0.23,189.66,1000元,2.00%,0.20%,--,--,--,--,--
d000507,泰达宏利宏达混合A,2021-11-24,1.5200,0.00,0.53,0.00,-0.26,1.47,7.57,20.35,28.49,4.40,79.48,10元,1.20%,0.12%,--,--,--,--,--
d008221,兴业聚鑫灵活配置混合C,2021-11-24,1.4640,0.07,0.34,1.60,1.67,3.10,7.57,24.07,,5.17,23.96,10元,,0.00%,--,--,--,--,--
d233007,大摩卓越成长混合,2021-11-24,4.2780,1.85,0.89,1.24,-1.59,-8.41,7.56,61.17,124.48,1.67,401.27,10元,1.50%,0.15%,--,--,--,--,--
d007273,鹏华长乐稳健养老混合(FOF),2021-11-22,1.2028,1.27,1.59,5.06,3.59,8.08,7.56,18.35,,4.98,20.28,1,0.12,0,--,--,--,--,--
d010188,中欧添益一年混合A,2021-11-24,1.0728,0.10,0.69,1.08,1.07,2.70,7.56,,,5.10,7.28,1,0.08,0,--,--,--,--,--
d002009,中欧瑾通灵活配置混合A,2021-11-24,1.3957,0.01,0.29,0.89,0.61,2.69,7.54,20.23,31.32,5.23,48.78,10元,1.00%,0.10%,--,--,--,--,--
d002728,华富益鑫灵活配置混合A,2021-11-24,1.2650,0.08,0.64,1.28,1.55,3.46,7.54,22.82,33.24,5.32,68.21,10元,1.50%,0.15%,--,--,--,--,--
d003183,华富弘鑫混合C,2021-11-24,1.2994,0.08,0.67,1.30,1.63,3.50,7.54,21.60,29.06,5.32,35.40,10元,,0.00%,--,--,--,--,--
d501061,中金优选300指数(LOF)C,2021-11-24,1.7653,0.11,0.51,-2.09,-0.43,6.85,7.54,47.22,83.96,8.18,76.53,1,0.00,0,--,--,--,--,--
d501069,华宝标普中国A股质量价值,2021-11-24,1.5760,0.10,1.10,5.38,4.01,10.89,7.54,54.13,,9.25,57.58,1,0.10,0,--,--,--,--,--
d070019,嘉实价值优势混合,2021-11-24,2.5120,0.04,0.68,1.70,-2.22,-1.88,7.53,73.12,127.72,2.78,290.82,10元,1.50%,0.15%,--,--,--,--,--
d002054,中银新财富混合A,2021-11-24,1.2440,-0.08,0.32,0.57,1.72,3.32,7.52,21.68,43.69,5.07,57.44,10元,1.00%,0.10%,--,--,--,--,--
d002383,大成趋势回报灵活配置混合,2021-11-24,1.3150,-0.15,0.38,0.38,2.18,3.06,7.52,43.87,56.73,4.78,31.50,10元,1.50%,0.15%,--,--,--,--,--
d003117,光大吉鑫混合A,2021-11-24,1.4730,0.00,0.27,1.10,1.10,2.86,7.52,30.12,42.73,5.21,54.24,1,0.08,0,--,--,--,--,--
d008997,同泰竞争优势混合A,2021-11-24,1.2836,0.87,6.84,1.23,-7.96,-7.47,7.51,,,3.78,28.36,10元,1.50%,0.15%,--,--,--,--,--
d000652,博时裕隆灵活配置混合A,2021-11-24,4.6220,-0.19,2.26,7.89,8.02,10.76,7.51,88.27,153.26,9.73,364.39,10元,1.50%,0.15%,--,--,--,--,--
d004150,博时鑫惠混合C,2021-11-24,1.3582,0.22,0.73,1.34,1.84,4.32,7.50,25.17,33.29,5.95,41.47,10元,0.80%,0.08%,--,--,--,--,--
d006240,中融医疗健康混合A,2021-11-24,2.0491,1.40,0.12,4.97,3.17,-8.16,7.50,43.95,104.71,-2.50,104.91,1,0.15,0,--,--,--,--,--
d001489,万家瑞丰灵活配置混合C,2021-11-24,1.3821,0.02,0.20,0.61,1.10,1.95,7.50,23.74,25.70,5.08,38.20,10元,,0.00%,--,--,--,--,--
d530019,建信社会责任混合,2021-11-24,3.2700,-0.61,0.28,0.06,-3.43,-4.39,7.50,70.31,97.58,-2.15,227.00,10元,1.50%,0.15%,--,--,--,--,--
d001183,南方利淘A,2021-11-24,1.5920,-0.06,0.38,0.38,0.63,2.38,7.49,26.75,38.80,5.29,59.20,10元,1.20%,0.12%,--,--,--,--,--
d161035,富国中证医药主题指数增强A,2021-11-24,2.0230,0.70,-1.70,-1.75,-0.20,-12.61,7.49,62.10,132.00,-2.83,102.30,1,0.12,0,--,--,--,--,--
d009032,工银聚和一年定开混合C,2021-11-19,1.1310,,0.19,0.26,1.85,2.10,7.49,,,5.83,13.10,1,0.00,0,--,--,--,--,--
d001547,兴业聚惠灵活配置混合A,2021-11-24,1.7390,0.06,0.35,1.64,1.76,2.60,7.48,29.78,44.80,5.20,73.90,10元,1.50%,0.15%,--,--,--,--,--
d002026,广发聚盛混合C,2021-11-24,1.4220,-0.07,0.28,1.14,1.57,4.57,7.48,19.95,28.45,5.40,51.16,10元,,0.00%,--,--,--,--,--
d007775,汇安量化先锋混合A,2021-11-24,1.5108,-0.49,1.85,5.04,-0.74,3.78,7.48,51.06,,1.03,51.08,10元,1.50%,0.15%,--,--,--,--,--
d009634,鹏华安睿两年持有期混合A,2021-11-24,1.0834,-0.18,0.12,0.88,0.10,2.72,7.48,,,5.65,8.34,1,0.10,0,--,--,--,--,--
d002462,中银珍利混合C,2021-11-24,1.1940,-0.08,0.42,0.67,1.70,3.20,7.47,23.63,41.85,5.01,57.52,10元,,0.00%,--,--,--,--,--
d005248,新华沪深300指数增强A,2021-11-24,1.4467,0.10,0.37,-1.69,-2.03,1.23,7.47,,,3.53,44.67,1,0.15,0,--,--,--,--,--
d002194,北信瑞丰稳定增强,2021-11-24,1.2960,0.08,0.78,0.70,1.01,1.25,7.46,28.44,34.44,3.51,29.60,10元,0.80%,0.08%,--,--,--,--,--
d005795,博时中证500指数增强C,2021-11-24,1.4683,-0.24,2.02,-1.53,-6.79,3.61,7.45,54.14,91.04,7.59,51.65,1,0.00,0,--,--,--,--,--
d001504,南方利淘C,2021-11-24,1.5890,-0.06,0.38,0.38,0.63,2.38,7.44,26.61,38.41,5.23,57.64,10元,,0.00%,--,--,--,--,--
d002019,鹏华弘安混合C,2021-11-24,1.3197,0.08,0.49,1.80,1.02,5.60,7.44,20.54,32.44,5.15,43.87,10元,1.50%,0.15%,--,--,--,--,--
d006241,中融医疗健康混合C,2021-11-24,2.0192,1.40,0.11,4.95,3.12,-8.27,7.44,42.80,102.14,-2.52,101.92,1,0.00,0,--,--,--,--,--
d006540,南方绩优成长混合C,2021-11-24,1.5405,-0.42,0.31,1.99,-4.18,-1.97,7.44,47.12,112.45,-2.54,108.41,10元,,0.00%,--,--,--,--,--
d000585,嘉实对冲套利定期混合A,2021-11-24,1.3310,-0.08,0.08,-0.67,-0.37,1.60,7.43,17.48,25.33,6.39,33.10,1,0.13,0,--,--,--,--,--
d005599,汇安量化优选灵活配置A,2021-11-24,1.6937,-0.01,0.77,1.38,-1.84,-0.83,7.43,48.77,88.36,3.12,69.35,10元,1.50%,0.15%,--,--,--,--,--
d003861,招商兴福混合A,2021-11-24,1.4006,-0.06,0.53,0.72,0.64,2.93,7.42,30.67,46.58,5.21,40.06,10元,1.20%,0.12%,--,--,--,--,--
d001015,华夏沪深300指数增强A,2021-11-24,2.0860,0.10,0.87,-1.51,-0.10,-0.14,7.42,44.56,80.61,2.00,108.60,1,0.12,0,--,--,--,--,--
d001442,易方达瑞信混合E,2021-11-24,1.4240,0.00,0.42,0.92,1.26,3.30,7.42,34.03,80.12,5.28,48.24,10元,,0.00%,--,--,--,--,--
d006202,交银核心资产混合,2021-11-24,1.9714,-0.32,0.11,2.12,0.16,1.38,7.42,64.54,,2.31,97.12,1,0.15,0,--,--,--,--,--
d001423,景顺长城安享回报混合C,2021-11-24,1.4200,0.07,0.35,0.78,1.65,3.20,7.41,23.80,34.60,5.89,54.40,10元,,0.00%,--,--,--,--,--
d003026,安信新价值混合A,2021-11-24,1.5620,-0.21,1.38,2.73,3.45,4.77,7.41,17.09,35.40,5.94,63.02,10元,0.80%,0.08%,--,--,--,--,--
d004476,景顺长城沪港深领先科技,2021-11-24,2.2040,-0.63,-1.25,2.04,1.33,-0.81,7.41,68.89,142.73,-1.30,120.40,10元,1.50%,0.15%,--,--,--,--,--
d001407,景顺长城稳健回报混合C,2021-11-24,1.3920,0.07,0.29,0.58,1.90,3.22,7.40,21.16,28.54,6.00,42.92,10元,,0.00%,--,--,--,--,--
d002745,北信瑞丰丰利混合,2021-11-24,1.1077,-0.01,0.04,0.33,0.11,5.17,7.40,6.60,7.65,0.74,10.77,10元,0.80%,0.08%,--,--,--,--,--
d000127,农银行业领先混合,2021-11-24,3.8440,0.06,3.28,6.57,4.55,3.59,7.39,76.26,128.30,0.17,351.19,10元,1.50%,0.15%,--,--,--,--,--
d001194,景顺长城稳健回报混合A,2021-11-24,1.4230,0.07,0.28,0.64,1.93,3.29,7.39,21.69,29.40,5.94,48.94,10元,1.00%,0.10%,--,--,--,--,--
d519983,长信量化先锋混合A,2021-11-24,2.0770,-0.38,1.81,-0.43,-5.51,4.01,7.39,59.52,83.00,5.54,219.22,10元,1.50%,0.15%,--,--,--,--,--
d005231,红塔红土盛通混合型发起式A,2021-11-24,1.3257,-0.06,0.88,0.85,2.23,7.13,7.38,52.18,84.77,6.54,55.98,1,0.08,0,--,--,--,--,--
d002923,兴业聚惠灵活配置混合C,2021-11-24,1.7320,0.12,0.35,1.64,1.76,2.61,7.38,29.45,44.45,5.10,50.22,10元,,0.00%,--,--,--,--,--
d008164,南方大盘红利50ETF联接C,2021-11-24,1.1922,0.49,1.36,-3.50,1.83,1.91,7.38,,,10.12,19.22,1,0.00,0,--,--,--,--,--
d009133,汇安嘉利混合A,2021-11-24,1.1304,-0.05,0.25,1.75,3.44,5.63,7.38,,,7.47,13.04,10元,0.80%,0.08%,--,--,--,--,--
d002056,中银新财富混合C,2021-11-24,1.2380,-0.08,0.41,0.57,1.73,3.34,7.37,21.34,42.89,4.92,55.26,1,0.00,0,--,--,--,--,--
d004809,前海联合润丰混合A,2021-11-24,1.4769,0.29,2.46,1.41,0.25,-6.58,7.37,44.61,47.37,-2.94,47.68,10元,1.50%,0.15%,--,--,--,--,--
d009181,浙商智多兴稳健回报一年持有混合A,2021-11-24,1.0506,0.16,0.38,0.70,0.46,2.02,7.37,,,5.40,12.49,1,0.12,0,--,--,--,--,--
d003118,光大吉鑫混合C,2021-11-24,1.4440,-0.07,0.21,1.05,1.05,2.78,7.36,29.86,41.57,5.09,51.14,10元,,0.00%,--,--,--,--,--
d006547,红塔红土盛弘混合A,2021-11-24,1.1007,-0.11,0.79,0.80,1.87,4.57,7.36,50.94,69.62,8.22,69.84,1,0.08,0,--,--,--,--,--
d007108,太平MSCI香港价值增强C,2021-11-24,0.9716,0.42,0.78,-2.24,-2.62,-1.43,7.36,-1.19,,7.32,-2.84,1,0.00,0,--,--,--,--,--
d008264,南方ESG股票A,2021-11-24,1.6779,-0.21,0.73,-1.00,-5.85,-6.22,7.36,,,-4.26,67.79,10元,1.50%,0.15%,--,--,--,--,--
d008124,中邮中证500指数增强C,2021-11-24,1.4472,0.15,1.23,2.25,-0.47,11.84,7.34,,,8.19,44.72,1,0.00,0,--,--,--,--,--
d002453,九泰久稳灵活配置混合A,2021-11-24,1.1420,0.09,0.35,5.74,1.24,7.03,7.33,14.54,17.49,3.82,14.20,1000元,1.50%,0.15%,--,--,--,--,--
d001433,易方达瑞景混合,2021-11-24,1.5400,0.06,0.46,0.72,1.29,4.05,7.33,22.04,37.08,6.33,60.24,10元,1.50%,0.15%,--,--,--,--,--
d002411,华夏新机遇混合A,2021-11-24,1.2520,-0.08,0.32,0.56,0.97,5.07,7.32,23.64,47.97,5.67,56.75,10元,1.50%,0.15%,--,--,--,--,--
d002814,博时颐泰混合C,2021-11-24,1.3371,-0.01,0.69,1.73,2.78,5.11,7.32,15.05,30.09,6.59,33.71,1,0.00,0,--,--,--,--,--
d519139,海富通沪港深灵活配置混合,2021-11-24,1.9384,-0.44,0.95,4.78,5.08,4.94,7.32,56.99,81.07,7.10,93.84,1,0.15,0,--,--,--,--,--
d090011,大成核心双动力混合,2021-11-24,1.5980,-0.37,0.57,-2.44,-1.72,0.76,7.32,52.19,94.64,3.36,159.90,10元,1.50%,0.15%,--,--,--,--,--
d009516,中欧真益稳健一年混合C,2021-11-24,1.1062,0.06,0.44,0.47,0.98,2.17,7.31,,,4.15,10.62,1,0.00,0,--,--,--,--,--
d009660,民生加银新动能一年定开混合C,2021-11-24,1.0418,-1.15,-0.75,-0.33,1.63,2.98,7.31,,,-1.27,9.09,1,0.00,0,--,--,--,--,--
d009442,中银养老2040三年持有期混合(FOF),2021-11-22,1.0731,0.72,1.26,1.81,3.13,6.45,7.31,,,6.46,7.31,1,0.12,0,--,--,--,--,--
d001196,东方鼎新灵活配置混合A,2021-11-24,1.6441,0.14,0.46,0.34,1.61,2.63,7.30,25.78,64.13,4.67,64.41,1,0.08,0,--,--,--,--,--
d005238,银华医疗健康量化优选C,2021-11-24,1.8058,1.26,-1.67,-1.84,-1.46,-13.41,7.30,59.17,108.69,-3.56,80.58,10元,,0.00%,--,--,--,--,--
d002729,华富益鑫灵活配置混合C,2021-11-24,1.2190,0.08,0.58,1.25,1.53,3.33,7.29,22.32,32.18,5.09,63.44,10元,,0.00%,--,--,--,--,--
d001570,南方利安A,2021-11-24,1.4160,0.07,0.21,0.14,1.43,2.98,7.27,23.45,34.73,5.67,41.60,10元,1.50%,0.15%,--,--,--,--,--
d673030,西部利得多策略优选混合,2021-11-24,1.0450,0.00,0.29,0.58,0.38,4.11,7.27,39.30,60.88,7.27,74.56,10元,,0.00%,--,--,--,--,--
