基金代码,基金名称,截止日期,单位净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,起购金额,原手续费,现手续费,成立日期,基金经理,类型,管理人,资产规模
d400013,东方成长收益灵活配置混合A,2021-11-24,1.3054,0.51,1.15,-0.06,5.09,10.22,12.22,23.66,34.19,12.68,78.46,10元,0.60%,0.06%,--,--,--,--,--
d202011,南方优选价值混合A,2021-11-24,1.6510,-1.37,1.23,2.23,0.30,3.19,12.22,61.11,134.91,0.42,677.16,10元,1.80%,0.18%,--,--,--,--,--
d008033,中加科盈混合A,2021-11-24,1.2941,-0.21,1.01,1.92,2.37,8.76,12.21,,,11.56,29.41,10元,1.00%,0.10%,--,--,--,--,--
d002906,南方中证500量化增强A,2021-11-24,1.4440,-0.21,1.69,2.12,-1.77,10.31,12.20,61.34,82.78,8.82,44.40,1,0.15,0,--,--,--,--,--
d005562,创金合信红利低波动C,2021-11-24,1.4269,1.16,3.39,-3.35,2.70,5.54,12.20,46.12,67.20,20.21,42.69,1,0.00,0,--,--,--,--,--
d008462,平安盈丰三个月持有混合(FOF)C,2021-11-22,1.5502,0.25,0.73,-2.20,2.59,-0.44,12.20,,,4.01,55.02,1,0.00,0,--,--,--,--,--
d000634,富国天盛灵活配置基金,2021-11-24,1.6300,0.49,2.84,4.49,6.84,-0.69,12.19,84.92,175.70,3.71,339.82,10元,1.50%,0.15%,--,--,--,--,--
d005665,鹏扬景欣混合C,2021-11-24,1.5868,0.05,0.29,0.64,-0.46,4.36,12.19,42.66,55.74,8.12,58.68,10元,,0.00%,--,--,--,--,--
d002730,华富华鑫灵活配置混合A,2021-11-24,1.6850,-0.18,1.57,2.93,1.38,9.77,12.18,66.67,110.10,12.41,71.85,10元,1.50%,0.15%,--,--,--,--,--
d009015,泓德睿享一年持有期混合A,2021-11-24,1.2328,0.15,0.53,0.46,1.51,3.40,12.18,,,7.24,23.28,1,0.08,0,--,--,--,--,--
d005000,泰康泉林量化价值精选混合A,2021-11-24,1.6644,-0.51,1.52,1.46,-1.33,8.86,12.16,69.65,131.58,7.82,66.42,10元,1.50%,0.15%,--,--,--,--,--
d009606,长信稳健精选混合A,2021-11-24,1.1892,-0.14,0.33,2.09,1.73,6.41,12.16,,,9.16,18.92,1,0.08,0,--,--,--,--,--
d160806,长盛同庆中证800(LOF),2021-11-24,1.8110,0.06,0.84,0.33,1.97,5.91,12.15,58.38,104.35,7.10,121.24,1,0.12,0,--,--,--,--,--
d007470,博道叁佰智航股票A,2021-11-24,1.8460,-0.15,1.17,-0.72,-0.74,6.40,12.14,66.43,,6.21,84.60,10元,1.20%,0.12%,--,--,--,--,--
d008631,国泰民泽平衡养老FOF,2021-11-22,1.1393,0.83,1.31,1.93,4.30,9.69,12.14,,,8.74,13.93,1,0.12,0,--,--,--,--,--
d008526,华泰柏瑞行业精选A,2021-11-24,1.3361,-1.01,2.63,3.29,-3.74,0.99,12.13,,,0.01,33.61,10元,1.50%,0.15%,--,--,--,--,--
d009932,永赢稳健增长一年持有混合A,2021-11-24,1.1594,-0.19,0.48,0.77,1.71,3.26,12.12,,,10.14,15.94,1,0.04,0,--,--,--,--,--
d005177,华夏睿磐泰利混合A,2021-11-24,1.3780,-0.02,0.58,1.33,1.54,6.43,12.11,28.66,40.63,9.63,37.80,10元,0.60%,0.06%,--,--,--,--,--
d164809,工银中证500ETF联接A,2021-11-24,1.3011,-0.07,2.00,3.02,1.85,10.67,12.11,47.13,66.40,13.84,75.72,1,0.10,0,--,--,--,--,--
d519710,交银策略回报灵活配置混合,2021-11-24,2.0220,1.40,2.33,4.28,5.48,-8.43,12.09,102.55,148.01,1.81,285.14,10元,1.50%,0.15%,--,--,--,--,--
d000594,大摩进取优选股票,2021-11-24,3.2820,-0.36,0.77,2.59,-2.52,-6.95,12.09,91.26,144.20,12.28,228.20,10元,1.50%,0.15%,--,--,--,--,--
d008593,天弘沪深300指数增强C,2021-11-24,1.4658,0.00,0.92,-2.21,-1.93,0.08,12.09,,,4.87,46.58,1,0.00,0,--,--,--,--,--
d009164,中加聚庆六个月定开混合A,2021-11-19,1.2563,,0.26,0.51,1.27,6.32,12.09,,,8.86,25.63,1,0.08,0,--,--,--,--,--
d005949,鑫元行业轮动混合A,2021-11-24,1.1459,0.10,0.86,0.24,2.62,5.37,12.08,17.42,20.28,5.92,14.59,1,0.12,0,--,--,--,--,--
d010432,广发中小企业300ETF联接C,2021-11-24,1.6105,-0.62,0.24,3.52,2.71,10.49,12.07,,,9.51,14.79,1,0.00,0,--,--,--,--,--
d009371,浦银安盛睿和优选3个月持有混合(FOF)C,2021-11-22,1.1261,0.50,1.11,1.72,3.61,7.01,12.06,,,9.11,12.61,1,0.00,0,--,--,--,--,--
d001608,英大策略优选C,2021-11-24,2.2840,0.13,0.39,3.44,7.26,13.15,12.04,90.18,162.51,14.99,162.49,10元,,0.00%,--,--,--,--,--
d008050,同泰慧择混合A,2021-11-24,1.3568,-1.04,2.10,1.44,-10.80,8.47,12.04,35.67,,9.24,35.68,10元,1.50%,0.15%,--,--,--,--,--
d005490,中金衡优灵活配置混合C,2021-11-24,1.4385,-0.16,0.15,0.76,2.09,5.49,12.03,34.63,47.21,7.25,49.11,10元,,0.00%,--,--,--,--,--
d000893,工银创新动力股票,2021-11-24,0.9320,0.22,1.08,0.65,4.72,6.51,12.02,55.59,89.43,13.66,-6.80,10元,1.50%,0.15%,--,--,--,--,--
d009907,湘财长泽灵活配置混合A,2021-11-24,1.2096,-0.35,0.63,-2.74,0.76,18.60,12.02,,,11.93,20.96,100元,1.50%,0.15%,--,--,--,--,--
d002313,泰达宏利新起点混合B,2021-11-24,1.5390,-0.06,0.59,2.12,1.05,3.71,12.01,26.04,58.17,7.10,49.56,10元,,0.00%,--,--,--,--,--
d005823,泰康颐享混合A,2021-11-24,1.4584,-0.12,0.64,2.07,2.17,7.66,12.00,31.15,41.94,9.84,45.84,1,0.12,0,--,--,--,--,--
d006346,安信量化优选股票A,2021-11-24,2.2758,0.26,1.03,0.06,-3.96,5.54,12.00,74.22,131.37,14.98,127.58,10元,1.50%,0.15%,--,--,--,--,--
d000870,嘉实新收益混合,2021-11-24,2.3640,-0.25,-0.13,0.64,-3.51,-6.64,11.98,84.69,149.10,-2.60,196.44,10元,0.60%,0.06%,--,--,--,--,--
d004202,华夏睿磐泰兴混合,2021-11-24,1.3936,-0.05,0.50,0.79,1.29,6.14,11.98,25.32,37.22,9.45,39.36,10元,0.80%,0.08%,--,--,--,--,--
d530011,建信内生动力混合,2021-11-24,2.9210,0.07,3.62,2.03,-0.88,2.64,11.96,93.06,167.02,2.14,290.41,10元,1.50%,0.15%,--,--,--,--,--
d590002,中邮核心成长混合,2021-11-24,1.0253,-0.66,-0.09,0.92,2.85,11.48,11.96,72.38,97.29,6.19,2.53,10元,1.50%,0.15%,--,--,--,--,--
d008237,招商深证100ETF联接C,2021-11-24,1.3682,0.01,0.80,1.45,2.59,1.48,11.96,,,4.36,36.82,1,0.00,0,--,--,--,--,--
d004875,融通深证成份指数C,2021-11-24,1.3870,-0.14,1.31,2.29,1.46,5.32,11.95,65.51,113.38,7.02,60.35,1,0.00,0,--,--,--,--,--
d006227,华宝科技先锋混合A,2021-11-24,1.9963,-1.09,-0.62,-0.51,-5.84,0.93,11.95,65.45,,0.81,99.63,1,0.15,0,--,--,--,--,--
d002244,景顺长城低碳科技主题混合,2021-11-24,1.8470,-0.22,1.60,8.78,0.76,18.02,11.94,76.75,118.84,11.47,93.07,10元,1.50%,0.15%,--,--,--,--,--
d004720,华夏睿磐泰茂混合A,2021-11-24,1.2916,0.02,0.46,1.00,1.23,6.00,11.93,25.87,36.27,10.03,31.93,10元,0.80%,0.08%,--,--,--,--,--
d009556,兴全合丰三年持有混合,2021-11-24,1.0731,-0.82,1.95,1.91,-2.20,-0.71,11.92,,,-0.17,7.31,1,0.15,0,--,--,--,--,--
d002731,华富华鑫灵活配置混合C,2021-11-24,1.6710,-0.18,1.52,2.89,1.33,9.65,11.92,66.10,109.40,12.22,70.43,10元,,0.00%,--,--,--,--,--
d004218,前海开源裕和混合A,2021-11-24,1.3494,0.12,0.72,1.60,1.95,5.00,11.91,30.39,44.43,9.45,34.94,10元,1.50%,0.15%,--,--,--,--,--
d010296,万家互联互通中国优势A,2021-11-24,1.1174,-1.16,0.62,-2.15,-5.82,0.96,11.91,,,0.24,11.74,10元,1.50%,0.15%,--,--,--,--,--
d006291,南方养老2035(FOF)C,2021-11-22,1.6526,0.72,1.26,1.97,3.53,4.42,11.89,47.80,64.91,7.17,65.26,1,0.00,0,--,--,--,--,--
d519614,银河君尚混合C,2021-11-24,1.6250,0.13,0.93,1.56,1.44,6.02,11.86,53.35,66.56,10.53,62.50,10元,,0.00%,--,--,--,--,--
d000945,华夏医疗健康混合A,2021-11-24,2.6050,1.56,-1.29,-0.91,-5.48,-14.20,11.85,60.51,99.92,-1.06,160.50,1,0.12,0,--,--,--,--,--
d001463,光大一带一路混合,2021-11-24,1.5010,-1.31,0.67,6.15,6.53,4.82,11.85,81.28,125.04,2.95,50.10,10元,1.50%,0.15%,--,--,--,--,--
d008527,华泰柏瑞行业精选C,2021-11-24,1.3308,-1.00,2.64,3.26,-3.80,0.86,11.85,,,-0.22,33.08,10元,,0.00%,--,--,--,--,--
d519736,交银新成长混合,2021-11-24,4.3530,-0.41,0.00,3.18,-0.62,-4.35,11.84,71.51,141.30,2.98,426.80,10元,1.50%,0.15%,--,--,--,--,--
d006534,农银汇理永盛定期开放混合,2021-11-19,1.2785,,-0.20,0.76,0.78,5.23,11.84,26.30,,5.79,27.85,1,0.08,0,--,--,--,--,--
d005616,东方量化成长灵活配置混合,2021-11-24,1.5988,0.16,2.36,2.13,-0.92,10.28,11.84,51.72,86.99,13.60,59.88,10元,1.50%,0.15%,--,--,--,--,--
d001370,中银新趋势混合,2021-11-24,1.6730,-0.18,0.78,0.00,-2.85,9.42,11.83,34.70,59.33,7.66,67.30,1,0.15,0,--,--,--,--,--
d003004,招商睿祥定开混合,2021-11-19,1.5473,,-0.51,1.53,-3.11,2.87,11.83,46.07,53.55,2.09,54.73,1,0.15,0,--,--,--,--,--
d005416,鹏华尊惠定期开放混合A,2021-11-24,1.7737,0.00,1.36,3.69,2.80,9.04,11.83,48.48,82.09,12.27,77.37,1,0.08,0,--,--,--,--,--
d010393,工银健康生活混合A,2021-11-24,1.1169,1.82,-1.52,-1.52,0.13,-8.99,11.81,,,8.34,11.69,1,0.15,0,--,--,--,--,--
d860037,光大阳光混合C,2021-11-24,4.1950,-0.33,0.59,1.27,2.79,11.81,11.80,,,7.72,33.55,1,0.00,0,--,--,--,--,--
d005875,易方达中盘成长混合,2021-11-24,2.9233,-0.48,-0.46,1.45,1.49,-2.17,11.79,95.06,205.08,2.89,192.33,1,0.15,0,--,--,--,--,--
d006198,长盛龙头双核驱动混合,2021-11-24,1.7196,0.03,1.62,4.07,2.83,4.47,11.79,71.94,,3.67,71.96,1,0.15,0,--,--,--,--,--
d008258,中银证券中证500ETF联接A,2021-11-24,1.3868,-0.08,2.00,2.99,1.93,10.24,11.79,,,13.35,38.68,1,0.12,0,--,--,--,--,--
d009791,中欧创业板两年定开混合C,2021-11-24,1.1906,0.37,1.60,7.12,-0.06,6.41,11.79,,,11.54,19.06,1,0.00,0,--,--,--,--,--
d002907,南方中证500量化增强C,2021-11-24,1.4230,-0.21,1.72,2.08,-1.93,10.14,11.78,60.07,80.58,8.38,42.30,1,0.00,0,--,--,--,--,--
d005178,华夏睿磐泰利混合C,2021-11-24,1.3620,-0.02,0.58,1.31,1.47,6.27,11.78,27.90,39.35,9.34,36.20,10元,,0.00%,--,--,--,--,--
d009127,嘉实基础产业优选股票C,2021-11-24,1.3822,-0.07,-0.30,-2.81,4.64,-1.63,11.76,,,12.04,38.22,10元,,0.00%,--,--,--,--,--
d001601,鑫元鑫新收益灵活配置混合A,2021-11-24,1.2563,-0.15,0.44,0.13,0.75,4.81,11.75,44.34,52.82,0.61,50.27,10元,1.20%,0.12%,--,--,--,--,--
d970008,华安证券汇赢增利一年持有混合C,2021-11-24,1.1295,0.03,0.61,0.83,2.93,5.02,11.75,,,11.22,12.95,1,0.15,0,--,--,--,--,--
d009016,泓德睿享一年持有期混合C,2021-11-24,1.2258,0.14,0.52,0.41,1.40,3.18,11.73,,,6.85,22.58,1,0.00,0,--,--,--,--,--
d001307,中欧永裕混合C,2021-11-24,2.0230,-1.80,1.20,15.60,8.41,12.14,11.71,109.42,167.24,4.01,102.30,10元,,0.00%,--,--,--,--,--
d009607,长信稳健精选混合C,2021-11-24,1.1828,-0.14,0.33,2.05,1.63,6.20,11.71,,,8.77,18.28,1,0.00,0,--,--,--,--,--
d006179,富国品质生活混合A,2021-11-24,2.1949,0.94,0.30,3.82,8.09,-3.97,11.71,103.76,,2.87,119.49,1,0.15,0,--,--,--,--,--
d519617,银河君信混合C,2021-11-24,1.2173,0.19,0.73,1.81,2.73,6.97,11.70,29.56,41.25,9.24,49.92,10元,,0.00%,--,--,--,--,--
d001402,信诚新选混合A,2021-11-24,1.3950,0.07,0.65,1.45,2.27,6.41,11.69,32.73,53.13,10.36,39.50,10元,1.50%,0.15%,--,--,--,--,--
d007471,博道叁佰智航股票C,2021-11-24,1.8279,-0.15,1.16,-0.76,-0.84,6.18,11.69,65.09,,5.83,82.79,10元,,0.00%,--,--,--,--,--
d007502,前海开源裕和混合C,2021-11-24,1.3741,0.12,0.73,1.57,1.91,4.89,11.69,29.88,,9.25,37.41,10元,,0.00%,--,--,--,--,--
d519961,长信利广混合A,2021-11-24,1.9653,0.14,0.76,1.84,1.35,5.11,11.68,52.10,106.66,9.72,96.53,10元,0.80%,0.08%,--,--,--,--,--
d005824,泰康颐享混合C,2021-11-24,1.4418,-0.12,0.64,2.05,2.10,7.51,11.67,30.35,40.33,9.55,44.18,1,0.00,0,--,--,--,--,--
d008697,交银养老2035三年(FOF),2021-11-22,1.3700,0.97,1.73,3.36,3.70,6.87,11.67,,,7.74,37.00,1,0.10,0,--,--,--,--,--
d660011,农银中证500指数,2021-11-24,1.8089,-0.07,2.00,3.00,1.84,10.62,11.66,44.30,60.96,13.16,80.89,1,0.15,0,--,--,--,--,--
d005686,财通瑞享12个月定开,2021-11-19,1.2491,,0.64,2.31,4.13,10.98,11.66,17.52,25.08,12.08,29.02,1,0.00,0,--,--,--,--,--
d007271,鹏华养老2045混合(FOF),2021-11-22,1.4947,1.40,2.49,3.33,6.20,9.04,11.65,45.77,,6.65,49.47,1,0.12,0,--,--,--,--,--
d160323,华夏磐泰混合(LOF)A,2021-11-24,1.3347,0.02,0.98,2.70,1.81,8.82,11.64,31.59,39.13,12.10,33.47,1,0.10,0,--,--,--,--,--
d009165,中加聚庆六个月定开混合C,2021-11-19,1.2488,,0.25,0.48,1.17,6.10,11.64,,,8.49,24.88,1,0.00,0,--,--,--,--,--
d005258,景顺长城量化平衡混合,2021-11-24,1.5578,-0.11,0.48,-2.61,-2.29,2.69,11.63,63.05,81.29,7.19,55.78,10元,1.50%,0.15%,--,--,--,--,--
d009596,泰康创新成长混合A,2021-11-24,1.2117,-0.85,0.45,6.83,3.86,7.03,11.63,,,6.18,21.17,1,0.15,0,--,--,--,--,--
d002269,银华大数据灵活配置定开混合,2021-11-19,1.2780,,1.35,2.65,4.41,8.31,11.62,57.78,71.08,-0.39,27.80,1,1.50,0,--,--,--,--,--
d005111,泰康泉林量化价值精选混合C,2021-11-24,1.6403,-0.51,1.52,1.41,-1.45,8.59,11.61,67.96,128.84,7.34,64.01,10元,,0.00%,--,--,--,--,--
d007221,上投摩根锦程养老三年(FOF),2021-11-22,1.3814,0.69,1.08,1.62,1.96,5.81,11.61,37.99,,7.99,38.14,1,0.10,0,--,--,--,--,--
d004721,华夏睿磐泰茂混合C,2021-11-24,1.2774,0.02,0.46,0.97,1.16,5.84,11.60,25.12,35.04,9.73,30.37,10元,,0.00%,--,--,--,--,--
d008051,同泰慧择混合C,2021-11-24,1.3461,-1.04,2.10,1.42,-10.88,8.27,11.60,34.61,,8.86,34.61,10元,,0.00%,--,--,--,--,--
d007788,易方达中证国企带路发起式联接A,2021-11-24,1.3906,0.06,2.04,-1.68,-0.13,7.06,11.58,,,12.93,39.06,1,0.06,0,--,--,--,--,--
d004612,银河鑫月享定开混合A,2021-11-24,1.0793,-0.01,0.07,0.41,0.40,7.57,11.57,14.73,19.35,11.82,22.44,1,0.06,0,--,--,--,--,--
d008259,中银证券中证500ETF联接C,2021-11-24,1.3825,-0.08,1.99,2.96,1.88,10.12,11.57,,,13.14,38.25,1,0.00,0,--,--,--,--,--
d006347,安信量化优选股票C,2021-11-24,2.2500,0.26,1.02,0.02,-4.06,5.33,11.56,72.80,128.96,14.57,125.00,10元,,0.00%,--,--,--,--,--
d002030,信诚新选混合B,2021-11-24,1.3720,0.07,0.59,1.40,2.24,6.36,11.54,32.43,52.44,10.29,37.20,10元,,0.00%,--,--,--,--,--
d213008,宝盈资源优选混合,2021-11-24,2.3344,-0.06,1.44,7.15,1.04,-7.16,11.51,62.56,130.10,0.09,261.43,10元,1.50%,0.15%,--,--,--,--,--
d000711,嘉实医疗保健股票,2021-11-24,3.0410,1.91,-1.27,-1.71,-6.32,-13.80,11.51,65.90,130.38,1.33,204.10,10元,1.50%,0.15%,--,--,--,--,--
d003842,中邮景泰灵活配置混合A,2021-11-24,1.2509,0.04,1.07,2.01,1.01,8.63,11.51,32.56,33.29,8.84,44.64,10元,1.50%,0.15%,--,--,--,--,--
d009361,招商创新增长混合C,2021-11-24,1.1201,0.37,-0.08,1.43,-1.74,-7.64,11.51,,,0.78,12.01,1,0.00,0,--,--,--,--,--
d009014,泓德睿泽混合,2021-11-24,1.7751,0.01,-1.10,0.60,3.78,1.21,11.51,,,-0.80,77.51,1,1.50,0,--,--,--,--,--
d004276,浦银安和回报定开混合A,2021-11-19,1.0726,,0.38,2.27,3.10,6.39,11.50,16.72,35.05,7.63,38.68,1,0.12,0,--,--,--,--,--
d008034,中加科盈混合C,2021-11-24,1.2761,-0.21,1.00,1.87,2.21,8.43,11.50,,,10.97,27.61,10元,,0.00%,--,--,--,--,--
d008145,兴全优选进取三个月持有(FOF)A,2021-11-22,1.4844,0.47,1.10,2.36,3.79,5.83,11.49,,,7.80,48.44,1,0.15,0,--,--,--,--,--
d010058,天弘荣创一年持有期混合,2021-11-24,1.1323,-0.32,-0.03,0.49,2.13,7.99,11.49,,,9.58,13.23,1,0.10,0,--,--,--,--,--
d003754,国泰普益混合A,2021-11-24,1.5010,-0.11,0.53,1.01,-0.03,5.08,11.48,34.29,52.29,8.85,63.57,10元,0.60%,0.06%,--,--,--,--,--
d001874,前海开源沪港深价值精选混合,2021-11-24,2.1090,0.91,2.38,0.76,-2.04,-12.09,11.47,55.42,120.84,-6.10,145.55,1,0.15,0,--,--,--,--,--
d007789,易方达中证国企带路发起式联接C,2021-11-24,1.3864,0.06,2.05,-1.69,-0.15,7.02,11.47,,,12.83,38.64,1,0.00,0,--,--,--,--,--
d006201,景顺长城量化先锋混合,2021-11-24,1.7977,-0.11,0.39,-2.84,0.97,3.54,11.46,53.91,94.03,7.38,79.77,10元,1.50%,0.15%,--,--,--,--,--
d009908,湘财长泽灵活配置混合C,2021-11-24,1.2019,-0.34,0.63,-2.77,0.64,18.31,11.46,,,11.43,20.19,100元,,0.00%,--,--,--,--,--
d008871,大成睿裕六月持有股票A,2021-11-24,1.3464,-0.57,0.37,5.13,6.21,11.35,11.45,,,10.11,34.64,1,0.15,0,--,--,--,--,--
d000432,中银优秀企业混合,2021-11-24,2.4260,0.33,1.98,2.36,-0.04,13.10,11.44,44.15,79.57,7.77,142.60,10元,1.50%,0.15%,--,--,--,--,--
d003115,光大诚鑫混合A,2021-11-24,1.4004,-0.06,0.45,0.73,0.89,4.82,11.44,31.28,42.46,9.03,40.04,10元,0.80%,0.08%,--,--,--,--,--
d166011,中欧盛世成长混合(LOF)A,2021-11-24,2.9936,-1.80,1.20,15.69,8.59,12.19,11.43,111.64,176.19,3.84,641.36,1,0.15,0,--,--,--,--,--
d002732,长盛沪港深混合,2021-11-24,1.7350,0.29,1.11,-0.29,0.29,3.64,11.43,65.24,76.86,5.15,73.50,1,0.15,0,--,--,--,--,--
d009591,博时研究精选持有期混合A,2021-11-24,1.1984,-0.43,2.30,2.52,1.11,15.56,11.42,,,11.48,19.84,1,0.15,0,--,--,--,--,--
d001617,天弘中证电子ETF联接A,2021-11-24,1.6381,-0.17,1.78,8.48,-0.30,13.84,11.40,69.96,141.11,9.74,63.81,1,0.10,0,--,--,--,--,--
d519960,长信利广混合C,2021-11-24,1.8403,0.14,0.76,1.81,1.29,4.97,11.40,52.62,105.02,9.48,82.93,10元,,0.00%,--,--,--,--,--
d571002,诺德灵活配置混合,2021-11-24,1.7923,1.17,3.06,8.68,9.22,3.89,11.39,61.19,98.34,10.07,277.55,10元,1.50%,0.15%,--,--,--,--,--
d009121,广发招享混合A,2021-11-24,1.2333,0.05,0.71,4.10,4.38,7.16,11.38,,,8.83,23.33,1,0.10,0,--,--,--,--,--
d070032,嘉实优化红利混合A,2021-11-24,1.9710,0.92,0.72,-0.61,4.15,-8.24,11.38,75.73,145.10,-1.38,478.90,10元,1.50%,0.15%,--,--,--,--,--
d003755,国泰普益混合C,2021-11-24,1.4882,-0.11,0.53,1.00,-0.05,5.02,11.37,34.04,51.82,8.75,62.27,10元,,0.00%,--,--,--,--,--
d006539,南方优选价值混合C,2021-11-24,1.6200,-1.34,1.19,2.14,0.12,2.73,11.36,58.55,129.45,-0.32,129.45,10元,,0.00%,--,--,--,--,--
d006604,嘉实消费精选股票A,2021-11-24,2.2033,0.77,1.54,1.96,5.28,-8.59,11.36,101.90,,-2.10,120.33,10元,1.50%,0.15%,--,--,--,--,--
d008749,富国中证科技50策略ETF联接A,2021-11-24,1.2458,-0.25,-0.10,6.35,1.97,11.41,11.36,,,8.46,24.58,1,0.12,0,--,--,--,--,--
d003855,汇安丰华混合C,2021-11-24,1.0967,-0.09,0.29,0.63,2.05,7.72,11.35,23.12,30.44,10.67,39.13,10元,,0.00%,--,--,--,--,--
d010297,万家互联互通中国优势C,2021-11-24,1.1115,-1.16,0.61,-2.19,-5.94,0.70,11.34,,,-0.21,11.15,10元,,0.00%,--,--,--,--,--
d005259,建信龙头企业股票,2021-11-24,2.1479,-0.30,0.21,-0.15,-4.34,-5.04,11.33,82.41,166.89,-0.04,114.79,10元,1.50%,0.15%,--,--,--,--,--
d233010,大摩深证300指数增强,2021-11-24,2.3990,-0.25,1.31,1.57,-0.50,1.44,11.32,66.83,107.89,3.23,139.90,1,0.12,0,--,--,--,--,--
d002803,东方红沪港深混合,2021-11-24,2.9890,-0.37,0.91,5.54,1.81,5.47,11.32,55.43,114.42,5.21,198.90,1,0.15,0,--,--,--,--,--
d006823,凯石湛混合C,2021-11-24,1.1677,0.53,5.41,7.28,11.80,5.89,11.32,46.94,,11.30,57.45,1,0.00,0,--,--,--,--,--
d000649,长城久鑫灵活配置,2021-11-24,2.1525,1.39,2.58,1.54,-1.85,-5.88,11.31,81.13,111.03,-0.15,163.51,10元,1.50%,0.15%,--,--,--,--,--
d006656,方正富邦中证500ETF联接A,2021-11-24,1.3834,-0.07,1.98,3.02,1.85,10.29,11.31,47.01,,12.89,38.34,1,0.12,0,--,--,--,--,--
d002561,东吴安鑫量化混合,2021-11-24,1.3561,0.00,0.03,0.39,3.06,6.12,11.30,24.99,47.72,9.56,51.95,10元,1.50%,0.15%,--,--,--,--,--
d010201,农银汇理智增一年定开混合,2021-11-19,1.1170,,1.21,6.89,8.24,12.27,11.29,,,9.36,11.70,1,0.15,0,--,--,--,--,--
d005417,鹏华尊惠定期开放混合C,2021-11-24,1.7415,0.00,1.35,3.65,2.67,8.76,11.28,47.00,79.39,11.78,74.15,1,0.00,0,--,--,--,--,--
d006704,易方达MSCI中国A股联接A,2021-11-24,1.6432,0.06,1.12,0.46,2.70,3.73,11.28,60.55,,5.37,64.32,1,0.10,0,--,--,--,--,--
d004119,广发创新驱动灵活配置混合,2021-11-24,2.1120,0.28,0.86,2.72,-3.83,-6.42,11.28,66.82,154.15,5.92,111.20,10元,1.50%,0.15%,--,--,--,--,--
d000946,华夏医疗健康混合C,2021-11-24,2.5180,1.53,-1.25,-0.94,-5.59,-14.41,11.27,58.96,97.03,-1.53,151.80,1,0.00,0,--,--,--,--,--
d004212,中融量化智选混合A,2021-11-24,1.5652,-0.52,2.33,6.10,-3.19,15.74,11.27,39.29,76.54,5.49,56.52,10元,1.50%,0.15%,--,--,--,--,--
d001443,易方达瑞选灵活配置混合I,2021-11-24,1.6160,0.00,0.50,1.51,2.30,5.71,11.23,41.21,68.11,6.85,97.79,10元,0.60%,0.06%,--,--,--,--,--
d002585,建信兴利灵活配置混合,2021-11-24,1.5710,-0.24,1.81,3.53,4.10,5.49,11.23,50.44,49.31,3.81,57.10,10元,1.50%,0.15%,--,--,--,--,--
d000913,农银医疗保健股票,2021-11-24,2.8193,1.45,-1.35,-2.50,-3.98,-14.69,11.21,76.85,195.71,0.97,181.93,10元,1.50%,0.15%,--,--,--,--,--
d161722,招商丰泰混合(LOF),2021-11-24,1.4390,-0.21,0.42,1.12,1.48,7.31,11.21,34.36,43.18,7.95,43.90,1,0.15,0,--,--,--,--,--
d519963,长信利盈混合A,2021-11-24,1.7152,0.09,0.79,1.48,1.63,4.66,11.19,31.90,49.64,9.42,71.52,10元,0.80%,0.08%,--,--,--,--,--
d008378,兴全社会价值三年持有混合,2021-11-24,1.8795,0.19,-0.50,4.50,2.93,-1.15,11.17,,,5.15,87.95,1,1.50,0,--,--,--,--,--
d001618,天弘中证电子ETF联接C,2021-11-24,1.6142,-0.17,1.77,8.45,-0.35,13.72,11.17,69.27,139.67,9.54,61.42,1,0.00,0,--,--,--,--,--
d006705,易方达MSCI中国A股联接C,2021-11-24,1.6350,0.06,1.12,0.45,2.68,3.68,11.16,60.22,,5.27,63.50,1,0.00,0,--,--,--,--,--
d163406,兴全合润混合(LOF),2021-11-24,2.0953,0.29,0.49,5.61,3.24,-0.51,11.14,93.96,191.18,4.92,696.85,1,0.12,0,--,--,--,--,--
d000894,中欧睿达定期开放混合A,2021-11-19,1.5480,,-0.06,0.78,1.98,7.43,11.13,21.60,33.10,7.95,54.80,1,0.12,0,--,--,--,--,--
d009882,华润元大核心动力混合A,2021-11-24,1.0352,-0.23,4.92,13.47,-5.00,0.54,11.11,,,8.38,3.52,1,0.15,0,--,--,--,--,--
d004277,浦银安和回报定开混合C,2021-11-19,1.0710,,0.37,2.23,3.00,6.20,11.10,15.91,33.66,7.30,36.38,1,0.00,0,--,--,--,--,--
d010389,易方达科益混合A,2021-11-24,1.1179,0.12,2.18,6.76,6.74,10.05,11.10,,,9.39,11.79,1,0.15,0,--,--,--,--,--
d004613,银河鑫月享定开混合C,2021-11-24,1.0677,-0.02,0.07,0.37,0.29,7.32,11.09,13.78,17.89,11.40,20.66,1,0.00,0,--,--,--,--,--
d001558,天弘医疗健康混合A,2021-11-24,1.9770,0.91,-0.58,1.72,-0.30,-9.36,11.07,86.62,173.44,-2.26,97.70,10元,1.20%,0.12%,--,--,--,--,--
d009318,南方成长先锋混合A,2021-11-24,1.1830,-0.95,0.08,-0.23,-6.12,8.24,11.07,,,2.99,18.29,1,0.15,0,--,--,--,--,--
d009849,安信稳健聚申一年持有期混合A,2021-11-24,1.1017,0.38,0.62,-0.88,3.70,5.57,11.07,,,10.45,13.51,1,0.10,0,--,--,--,--,--
d009597,泰康创新成长混合C,2021-11-24,1.2043,-0.86,0.43,6.78,3.72,6.75,11.06,,,5.70,20.43,1,0.00,0,--,--,--,--,--
